Movie_Name,Certification,Release_Date,Genres,Language,Budget,Revenue,Runtime
Melissa P.,VM14,11/18/05,Drama,Italian,-,"$5,151,936.00 ",100
Coming 2 America,NC16,3/5/21,Comedy,English,"$60,000,000.00 ",-,110
When Harry Met Sally...,R,7/21/89,Comedy,English,"$16,000,000.00 ","$92,823,546.00 ",96
Twister,PG-13,8/8/96,Action,English,"$92,000,000.00 ","$494,471,524.00 ",113
Selena,PG,3/21/97,Music,English,"$20,000,000.00 ","$60,000,000.00 ",127
RoboCop,PG-13,2/12/14,Science Fiction,English,"$120,000,000.00 ","$242,688,965.00 ",118
Into the Blue,PG-13,10/6/05,Action,English,"$50,000,000.00 ","$46,117,696.00 ",110
The Count of Monte Cristo,PG-13,1/23/02,Adventure,English,"$35,000,000.00 ","$75,395,048.00 ",131
The Return of Jafar,G,5/20/94,Family,English,"$3,500,000.00 ",-,69
Gnomeo & Juliet,G,2/11/11,Animation,English,"$36,000,000.00 ","$189,712,432.00 ",84
Jack Ryan: Shadow Recruit,PG-13,1/16/14,Action,English,"$60,000,000.00 ","$135,511,030.00 ",105
Barbie & Chelsea: The Lost Birthday,NR,4/16/21,Animation,English,-,-,
Piranha,R,8/3/78,Horror,English,"$660,000.00 ","$16,000,000.00 ",94
Red Dot,M18,2/11/21,Thriller,Swedish,-,-,86
The Tourist,12A,12/30/10,Action,English,"$100,000,000.00 ","$278,731,369.00 ",103
Kronk's New Groove,G,12/13/05,Animation,English,-,-,75
Notting Hill,15,6/10/99,Romance,English,"$42,000,000.00 ","$363,889,678.00 ",124
Superman II,PG,6/1/81,Science Fiction,English,"$54,000,000.00 ","$190,458,706.00 ",127
Pan,PG,10/8/15,Fantasy,English,"$150,000,000.00 ","$128,388,320.00 ",111
The Kill Team,NC16,10/24/19,War,English,-,-,87
The Lobster,15,10/16/15,Comedy,English,"$4,000,000.00 ","$15,656,193.00 ",118
The Devil All the Time,R21,9/16/20,Crime,English,-,-,138
The Hurt Locker,M18,9/15/09,Drama,English,"$15,000,000.00 ","$49,230,772.00 ",131
3:10 to Yuma,R,1/17/08,Western,English,"$55,000,000.00 ","$70,016,220.00 ",122
Barbarella,PG,10/10/68,Science Fiction,English,"$9,000,000.00 ","$2,500,000.00 ",98
Emmanuelle: The Joys of a Woman,16,1/25/78,Drama,Status,Original,-,84
Time Trap,R,5/19/17,Science Fiction,English,-,-,95
Born to Race: Fast Track,PG,3/20/14,Action,English,-,-,94
The November Man,R,8/27/14,Crime,English,"$15,000,000.00 ","$32,556,119.00 ",108
A Perfect Murder,R,10/22/98,Crime,English,"$60,000,000.00 ","$128,038,368.00 ",107
To All the Boys: P.S. I Still Love You,NC16,2/12/20,Romance,English,-,-,102
Berserk: The Golden Age Arc III - The Advent,R18+,2/1/13,Action,降臨,Released,-,110
Oculus,NC-16,4/23/14,Horror,English,"$5,000,000.00 ","$44,459,951.00 ",104
Bitter Moon,18,10/2/92,Thriller,English,"$5,000,000.00 ","$1,862,805.00 ",139
James and the Giant Peach,PG,4/12/96,Adventure,English,"$38,000,000.00 ","$28,946,127.00 ",79
The Call of the Wild: Dog of the Yukon,PG,6/22/97,Adventure,English,-,-,91
Freddy's Dead: The Final Nightmare,R,9/13/91,Horror,English,"$11,000,000.00 ","$34,900,000.00 ",89
Minority Report,PG-13,6/21/02,Action,English,"$102,000,000.00 ","$358,372,926.00 ",145
The Bone Collector,R,1/13/00,Drama,English,"$73,000,000.00 ","$151,493,655.00 ",118
xXx,PG-13,8/9/02,Action,English,"$70,000,000.00 ","$277,448,382.00 ",124
Pets United,PG,9/11/20,Animation,English,-,-,89
Mission Majnu,NC16,1/20/23,Thriller,Status,Original,-,129
The Man with the Golden Gun,PG,12/18/74,Adventure,English,"$7,000,000.00 ","$97,572,000.00 ",125
Mirai,PG,8/30/18,Animation,Released,Language,"$27,526,961.00 ",98
Catwoman: Hunted,PG-13,2/8/22,Animation,English,-,-,78
You Should Have Left,R,6/19/20,Horror,English,-,-,93
Cloudy Mountain,PG,10/21/21,Action,Released,Language,"$58,340,541.00 ",114
Shot Caller,R,8/18/17,Crime,English,-,-,121
Another Cinderella Story,PG,9/16/08,Comedy,English,"$5,000,000.00 ",-,90
Bad Teacher,R,6/19/11,Comedy,English,"$20,000,000.00 ","$216,197,492.00 ",92
The Figo Affair: The Transfer That Changed Football,15,8/25/22,Documentary,English,-,-,105
The King's Daughter,PG,1/21/22,Fantasy,English,"$40,500,000.00 ","$2,182,492.00 ",94
Ghostbusters,PG,6/8/84,Comedy,English,"$30,000,000.00 ","$296,187,079.00 ",107
Space Pirate Captain Harlock,PG-13,7/17/14,Animation,Released,Language,"$18,010,317.00 ",115
Monte Carlo,PG,7/1/11,Adventure,English,"$20,000,000.00 ","$39,782,683.00 ",109
American Made,R,8/31/17,Action,English,"$50,000,000.00 ","$133,511,855.00 ",115
Big Stan,R,6/6/07,Comedy,English,-,-,105
The Mechanic,R,2/17/11,Action,English,"$40,000,000.00 ","$51,070,807.00 ",93
Transformers: Revenge of the Fallen,PG-13,6/24/09,Science Fiction,English,"$200,000,000.00 ","$836,303,693.00 ",149
The Royal Treatment,PG13,1/20/22,Romance,English,-,-,96
Happy Gilmore,PG-13,2/16/96,Comedy,English,"$12,000,000.00 ","$41,205,099.00 ",92
Lethal Weapon 2,R,7/7/89,Action,English,"$25,000,000.00 ","$227,853,986.00 ",114
Grand Jeté,16,2/11/22,Drama,German,-,-,105
X,NR,11/24/11,Action,English,-,-,90
The Ultimate Gift,PG,3/9/07,Romance,English,-,"$3,438,735.00 ",114
Mazinger Z: Infinity,G,1/13/18,Action,／,Status,"$2,732,673.00 ",95
Family Practice,6,3/14/19,Drama,Vaters,Released,-,89
Blue Streak,PG-13,9/17/99,Action,English,"$65,000,000.00 ","$117,758,500.00 ",93
The Raven,R,4/26/12,Crime,English,"$26,000,000.00 ","$29,657,751.00 ",111
Teenage Little Sister,,6/13/18,Romance,Status,Original,-,101
The Big Lebowski,R,8/27/98,Comedy,English,"$15,000,000.00 ","$46,969,409.00 ",117
Outcast,16,2/27/15,Action,English,"$25,000,000.00 ","$5,148,503.00 ",98
Friday the 13th Part 2,R,5/1/81,Horror,English,"$1,250,000.00 ","$21,722,776.00 ",87
The Wonderful Summer of Mickey Mouse,G,7/8/22,Animation,English,-,-,
Veronica,16,8/25/17,Horror,Released,Language,-,105
Erotic Ghost Story V,,12/1/97,Drama,Released,Language,-,
Safe,R,5/10/12,Action,English,"$30,000,000.00 ","$40,346,186.00 ",94
The Christmas Chronicles: Part Two,PG,11/18/20,Family,English,-,-,112
Dragons: Dawn Of The Dragon Racers,L,11/11/14,Animation,English,-,-,
The Intern,PG-13,9/24/15,Comedy,English,"$35,000,000.00 ","$194,564,672.00 ",121
Thunderball,PG,12/28/65,Adventure,English,"$5,500,000.00 ","$141,195,658.00 ",130
Vertigo,PG,10/11/16,Mystery,English,"$2,479,000.00 ","$7,797,728.00 ",128
Masquerade,16,7/30/21,Thriller,English,-,-,80
The Forbidden Kingdom,PG-13,4/18/08,Action,English,"$55,000,000.00 ","$127,906,624.00 ",104
Girl Friday,R-18,9/30/22,Drama,Tagalog,-,-,92
Evangelion: 2.0 You Can (Not) Advance,NC-16,11/12/09,Animation,Released,Language,"$41,162,041.00 ",112
Measuring the World,12,10/24/12,Drama,der,Status,-,127
Wyatt Earp,PG-13,6/24/94,Western,English,"$63,000,000.00 ","$25,052,000.00 ",191
Stuart Little 2,G,7/19/02,Family,English,"$120,000,000.00 ","$169,956,806.00 ",78
101 Dalmatians II: Patch's London Adventure,G,1/21/03,Family,English,-,-,74
Wild Child,PG-13,11/17/09,Comedy,English,"$20,000,000.00 ","$21,972,336.00 ",98
The Perfumier,16,9/21/22,Drama,Status,Original,-,96
Zola,R,1/24/20,Comedy,English,"$5,000,000.00 ","$3,500,000.00 ",86
Freaky,R,11/13/20,Comedy,English,"$5,000,000.00 ","$15,104,310.00 ",102
Daughters of Eve,,2/7/85,Horror,Released,Language,-,125
Leroy & Stitch,G,6/27/06,Animation,English,-,-,73
Walking Tall,PG-13,4/2/04,Adventure,English,"$56,000,000.00 ","$57,223,890.00 ",86
Black Emanuelle,R,11/27/75,Drama,Status,Original,-,94
Stan Helsing,R,10/27/09,Comedy,English,"$365,000.00 ","$1,400,000.00 ",90
Meeting in Secret,,7/2/14,Drama,Status,Original,-,63
Son of God,PG-13,2/28/14,Drama,English,"$22,000,000.00 ","$67,800,064.00 ",138
The Father,PG13,4/15/21,Drama,English,"$6,000,000.00 ","$21,029,340.00 ",96
Friday the 13th Part VIII: Jason Takes Manhattan,R,7/28/89,Horror,English,"$5,000,000.00 ","$14,000,000.00 ",100
The Bourne Ultimatum,PG-13,8/3/07,Action,English,"$70,000,000.00 ","$442,824,138.00 ",115
Daddy's Home,PG-13,12/25/15,Comedy,English,"$50,000,000.00 ","$242,786,137.00 ",96
Stand by Me,R,8/8/86,Crime,English,"$8,000,000.00 ","$52,287,414.00 ",89
Death Sentence,R,8/31/07,Action,English,"$20,000,000.00 ","$16,974,459.00 ",105
Night Hunter,R,11/11/19,Drama,English,-,"$1,012,932.00 ",95
The Silence,PG13,5/23/19,Horror,English,-,"$2,325,977.00 ",91
Home Alone 3,PG,12/12/97,Comedy,English,"$32,000,000.00 ","$79,082,515.00 ",102
The Raid 2,R,3/28/14,Action,0.083333333,Status,"$6,566,916.00 ",150
Hollow Man,R,8/4/00,Action,English,"$95,000,000.00 ","$190,213,455.00 ",112
Smallfoot,PG,9/28/18,Family,English,-,-,96
Remember the Titans,PG,3/22/01,Drama,English,"$30,000,000.00 ","$136,706,683.00 ",113
The Bourne Supremacy,12,9/30/04,Action,English,"$75,000,000.00 ","$288,500,217.00 ",108
Police Academy 2: Their First Assignment,PG-13,3/28/85,Comedy,English,"$7,600,000.00 ","$55,600,000.00 ",87
Polar,R21,1/25/19,Action,English,-,-,118
Charlotte's Web,G,12/15/06,Comedy,English,"$85,000,000.00 ","$144,000,000.00 ",97
Gothika,R,11/21/03,Horror,English,"$40,000,000.00 ","$141,591,324.00 ",98
Argu,,2/8/23,Drama,Arabic,-,-,
10 000 BC,PG-13,3/5/08,Adventure,English,"$105,000,000.00 ","$269,784,201.00 ",109
Tropic Thunder,15,9/19/08,Action,English,"$92,000,000.00 ","$195,702,811.00 ",107
Breach,R,12/18/20,Science Fiction,English,-,"$39,328.00 ",92
Patch Adams,PG-13,3/18/99,Comedy,English,"$50,000,000.00 ","$202,292,902.00 ",115
The Transporter Refueled,NC16,9/10/15,Action,English,"$25,000,000.00 ","$72,629,670.00 ",95
The Core,U,3/28/03,Action,English,"$60,000,000.00 ","$74,208,267.00 ",136
Sand Castle,16,4/21/17,War,English,-,-,113
Sex Is Zero,18,12/13/02,Comedy,Released,Language,-,96
The Three Stooges,PG,7/26/12,Comedy,English,"$30,000,000.00 ","$54,819,301.00 ",92
Ghostbusters II,PG,6/16/89,Comedy,English,"$37,000,000.00 ","$215,394,738.00 ",108
Let Us Make Eve,,2/7/23,Thriller,English,-,-,
King Arthur,PG-13,7/15/04,Adventure,English,"$120,000,000.00 ","$203,567,857.00 ",126
Deadpool: No Good Deed,,3/3/17,Action,English,-,-,
Stalker,12+,5/25/79,Science Fiction,Released,Language,-,162
I Still Believe,PG,3/12/20,Music,English,-,-,115
Female Teacher: In Front of the Students,,4/9/82,Drama,Status,Original,-,69
Friday the 13th: The Final Chapter,R,4/13/84,Horror,English,"$2,600,000.00 ","$32,980,880.00 ",91
Christmas Unfiltered,10,12/1/22,Comedy,English,-,-,90
Friend's Young Mom,19+,10/23/19,Romance,Status,Original,-,86
The Protector 2,R,10/23/13,Action,Status,Original,"$3,302,463.00 ",104
Blood Type O Watermelon Maid,19+,1/8/21,Drama,Released,Language,-,70
The Impossible,PG-13,2/28/13,Adventure,English,"$45,000,000.00 ","$198,087,212.00 ",113
Mamma Mia! Here We Go Again,PG,7/20/18,Comedy,English,"$75,000,000.00 ","$395,044,706.00 ",113
Triple Frontier,M18,3/13/19,Action,English,-,-,125
Big Trouble in Little China,PG-13,5/30/86,Action,English,"$25,000,000.00 ","$11,000,000.00 ",99
Ivy + Bean: Doomed to Dance,PG,9/2/22,Family,English,-,-,
Krampus,PG-13,11/26/15,Horror,English,"$15,000,000.00 ","$61,788,393.00 ",98
The Game Plan,PG,9/28/07,Comedy,English,"$22,000,000.00 ","$147,880,543.00 ",110
The Doors,R,3/1/91,Music,English,"$38,000,000.00 ","$34,416,893.00 ",140
Pokémon: The Rise of Darkrai,G,7/14/07,Family,ディアルガVSパルキアVSダークライ,Released,"$42,538,454.00 ",90
Forever My Girl,PG,1/26/18,Romance,English,"$3,500,000.00 ","$16,367,326.00 ",104
Hidden Desire,,11/15/91,Romance,Released,Language,-,78
Six Swedish Girls at a Pump,18,9/19/80,Comedy,von,Tankstelle,-,85
Fatherhood,PG13,6/18/21,Drama,English,-,-,109
Hang 'em High,PG-13,7/31/68,Western,English,"$1,800,000.00 ","$6,800,000.00 ",114
Diamonds Are Forever,PG,12/29/71,Adventure,English,"$7,200,000.00 ","$116,019,547.00 ",
A Dog's Way Home,PG,1/11/19,Drama,English,"$18,000,000.00 ","$17,643,857.00 ",96
Stargate,PG-13,10/28/94,Action,English,"$55,000,000.00 ","$196,567,262.00 ",121
Rigodon,R-18,11/21/12,Thriller,Tagalog,"$22,361.00 ","$31,307.00 ",85
Hello World,PG13,10/24/19,Animation,Status,Original,-,98
Death Wish,R,3/2/18,Action,English,"$30,000,000.00 ","$34,017,028.00 ",107
Wolf Children,G,7/21/12,Animation,Released,Language,"$55,060,661.00 ",117
Tender Cousins,R,11/19/80,Drama,Status,Original,-,92
Poison Ivy,R,5/8/92,Thriller,English,"$3,000,000.00 ","$1,829,804.00 ",88
For Your Eyes Only,PG,6/23/81,Adventure,English,"$28,000,000.00 ","$195,312,802.00 ",128
Encounter,M18,12/10/21,Science Fiction,English,-,-,108
Police Story 3: Super Cop,R,7/4/92,Action,Status,Original,"$20,483,423.00 ",95
Commando,R,10/3/85,Action,English,"$10,000,000.00 ","$57,500,000.00 ",90
No Sudden Move,M18,7/2/21,Crime,English,-,-,115
Kuroko's Basketball the Movie: Last Game,,3/18/17,Animation,LAST,Status,-,90
The Key,VM18,10/19/83,Drama,Status,Original,-,110
August Rush,PG,11/21/07,Family,English,"$25,000,000.00 ","$66,122,026.00 ",114
Robin Hood: Prince of Thieves,PG-13,10/1/97,Action,English,"$48,000,000.00 ","$390,493,908.00 ",143
The Elephant Man,PG,9/29/20,Drama,English,"$5,000,000.00 ","$26,010,864.00 ",124
Accident Man: Hitman's Holiday,R,10/14/22,Action,English,-,-,96
Furry Friends Forever: Elmo Gets a Puppy,,8/5/21,Animation,English,-,-,
The Walking Dead,R,2/24/95,Drama,English,-,-,88
I Still Know What You Did Last Summer,R,12/31/98,Horror,English,"$65,000,000.00 ","$40,002,112.00 ",100
Son,M18,11/25/21,Horror,English,-,-,98
Fearless,PG-13,1/26/06,Drama,Released,Language,"$68,072,848.00 ",103
Death Note Relight 1: Visions of a God,PG-13,8/31/07,TV Movie,デスノート,Released,-,130
12 Rounds,PG-13,3/27/09,Action,English,"$22,000,000.00 ","$17,280,326.00 ",108
Ray,PG-13,10/29/04,Drama,English,"$40,000,000.00 ","$124,731,534.00 ",152
Hacker,R,12/2/16,Crime,English,"$2,000,000.00 ","$11,239.00 ",95
Highlander,15,8/29/86,Adventure,English,"$16,000,000.00 ","$12,885,193.00 ",116
Escape from Alcatraz,PG,4/25/17,Drama,English,"$8,000,000.00 ","$43,004,381.00 ",113
Mirrors,R,8/15/08,Horror,English,"$35,000,000.00 ","$72,436,439.00 ",111
Skiptrace,PG-13,7/22/16,Action,English,"$32,000,000.00 ","$58,500,000.00 ",107
The Boy,PG-13,1/28/16,Horror,English,"$10,000,000.00 ","$73,929,392.00 ",97
Mike and Dave Need Wedding Dates,R,7/28/16,Comedy,English,"$33,000,000.00 ","$77,068,246.00 ",98
This Is the End,R,6/12/13,Action,English,"$32,000,000.00 ","$126,041,322.00 ",107
Avatar Spirits,,6/22/10,Documentary,English,-,-,
The Italian Job,12A,10/7/03,Action,English,"$60,000,000.00 ","$176,070,171.00 ",110
We Are Your Friends,R,9/24/15,Drama,English,"$6,000,000.00 ","$11,122,090.00 ",96
The House with a Clock in Its Walls,PG,9/21/18,Fantasy,English,"$42,000,000.00 ","$131,457,147.00 ",105
Triple Threat,R,3/19/19,Thriller,English,"$10,000,000.00 ",-,96
How Funny Can Sex Be?,VM14,12/19/73,Comedy,Released,Language,-,97
Bungo Stray Dogs: Dead Apple,R - 17+,3/3/18,Animation,APPLE,Released,-,90
Leprechaun 3,R,7/5/95,Comedy,English,-,-,94
Inferno,PG-13,10/28/16,Mystery,English,"$75,000,000.00 ","$220,021,259.00 ",121
Daredevil,PG-13,3/6/03,Fantasy,English,"$78,000,000.00 ","$179,179,718.00 ",103
Argantara,13+,12/29/22,Action,Indonesian,-,-,105
The League of Extraordinary Gentlemen,PG-13,8/14/03,Fantasy,English,"$78,000,000.00 ","$179,265,204.00 ",110
Mortdecai,R,1/23/15,Comedy,English,"$60,000,000.00 ","$47,318,560.00 ",107
The King of Fighters,NR,8/26/10,Action,English,"$12,000,000.00 ","$2,000,371.00 ",93
Uniform Virgin: The Prey,,8/9/86,Drama,Status,Original,-,67
South Park: Post COVID: The Return of COVID,R,12/16/21,Animation,English,-,-,62
Shaft,R,6/25/71,Action,English,"$4,000,000.00 ","$12,121,618.00 ",100
The Karate Kid Part III,PG,6/29/89,Action,English,"$12,500,000.00 ","$38,956,288.00 ",112
Oligosaccharide The Movie,19+,6/15/17,Drama,무비,Released,-,103
The Darkest Minds,PG-13,8/3/18,Action,English,"$34,000,000.00 ","$41,142,379.00 ",105
Paddington 2,PG,11/10/17,Adventure,English,"$40,000,000.00 ","$227,300,000.00 ",104
On the Beach,,8/24/85,Drama,Released,Language,-,67
Scooby-Doo! and the Reluctant Werewolf,G,11/13/88,Animation,English,-,-,91
Bar Fight,15,11/11/22,Comedy,English,-,-,84
Love My Scent,15,2/8/23,Romance,향기로,때,-,108
The Babadook,M,5/22/14,Drama,English,"$2,000,000.00 ","$10,312,540.00 ",94
The Virtuoso,R,4/30/21,Thriller,English,-,-,105
Overdrive,PG-13,10/6/17,Thriller,English,"$28,210,303.00 ","$7,793.00 ",93
Universal Soldier,R,7/10/92,Thriller,English,"$23,000,000.00 ",-,102
Arthur and the Invisibles,U,12/13/06,Adventure,les,Status,"$107,944,236.00 ",94
The Naked Gun 2½: The Smell of Fear,PG-13,6/28/91,Comedy,English,"$23,000,000.00 ","$86,930,411.00 ",85
Phineas and Ferb: The Movie: Across the 2nd Dimension,A,8/5/11,Animation,English,-,-,78
Black Travel Across America,PG-13,2/7/23,Documentary,English,-,-,
Tokyo Ghoul,NC-17,8/17/17,Action,Status,Original,-,119
The Beverly Hillbillies,PG,10/15/93,Comedy,English,-,-,93
Life,R,4/16/99,Comedy,English,"$80,000,000.00 ","$73,521,587.00 ",108
Gremlins,PG,8/20/02,Fantasy,English,"$11,000,000.00 ","$153,083,102.00 ",106
The Last Survivors,15,6/12/14,Horror,Status,Original,-,95
Piranha 3DD,R,6/1/12,Horror,English,"$5,000,000.00 ","$8,493,728.00 ",83
Elite Squad: The Enemy Within,16,10/8/10,Drama,Elite,Status,"$63,027,681.00 ",115
Color Out of Space,NC16,2/20/20,Mystery,English,"$6,000,000.00 ","$1,023,510.00 ",111
Hellraiser,R,9/18/87,Horror,English,"$1,000,000.00 ","$14,575,193.00 ",93
Spaceballs,PG,6/24/87,Comedy,English,"$22,700,000.00 ","$38,119,483.00 ",96
The Naked Gun: From the Files of Police Squad!,PG-13,12/2/88,Comedy,English,"$12,000,000.00 ","$78,756,177.00 ",86
My Daughter's Killer,16,7/12/22,Documentary,ma,Status,-,83
Olaf's Frozen Adventure,G,11/22/17,Animation,English,-,-,
Before I Go to Sleep,R,10/31/14,Mystery,English,"$22,000,000.00 ","$15,447,154.00 ",92
Surf's Up,PG,6/8/07,Animation,English,"$85,000,000.00 ","$149,044,513.00 ",85
American Me,R,3/13/92,Crime,English,-,-,125
Containment,15,7/9/15,Thriller,English,-,-,77
Your Christmas Or Mine?,NC16,12/2/22,Romance,English,-,-,94
Showroom,R-18,11/11/22,Drama,Tagalog,-,-,112
Bleach the Movie: Fade to Black,PG-13,12/13/08,Action,Fade,Black,"$6,032,296.00 ",94
The Green Inferno,R,9/8/13,Horror,English,"$5,000,000.00 ","$12,666,449.00 ",100
Friday the 13th Part III,R,8/13/82,Horror,English,"$4,000,000.00 ","$36,690,067.00 ",95
Me  Myself & Irene,R,6/22/00,Comedy,English,"$51,000,000.00 ","$149,270,999.00 ",116
The Wedding Hustler,,2/7/23,Romance,English,-,-,82
Tremors: A Cold Day in Hell,PG-13,5/1/18,Action,English,-,-,98
Ben 10: Destroy All Aliens,G,3/23/12,Animation,English,-,-,66
Gremlins 2: The New Batch,PG-13,6/15/90,Comedy,English,"$50,000,000.00 ","$41,482,207.00 ",106
The Wave,15,8/28/15,Thriller,Released,Language,"$12,975,143.00 ",104
Life As We Know It,PG-13,10/2/10,Comedy,English,"$38,000,000.00 ","$105,734,416.00 ",114
Octopussy,PG,6/5/83,Adventure,English,"$27,500,000.00 ","$187,500,000.00 ",131
The Hunchback of Notre Dame II,G,3/19/02,Animation,English,-,-,68
Drunken Master,PG-13,10/5/78,Action,Released,Language,-,111
Spoiled Brats,NC16,11/26/21,Comedy,Status,Original,-,100
The Assignment,R,9/11/16,Action,English,"$5,000,000.00 ","$388,789.00 ",95
Case 39,R,8/13/09,Horror,English,"$27,000,000.00 ","$29,000,000.00 ",109
Jason Bourne,12A,7/27/16,Action,English,"$120,000,000.00 ","$415,484,914.00 ",123
The Reader,R21,1/22/09,Drama,English,"$32,000,000.00 ","$108,902,486.00 ",124
Hot Girls Wanted,NC-17,5/29/15,Documentary,English,-,-,84
Trouble,PG,8/15/19,Animation,English,-,"$12,127,842.00 ",88
King Kong,NR,3/15/33,Adventure,English,"$672,000.00 ","$10,000,000.00 ",104
Licence to Kill,PG-13,7/14/89,Adventure,English,"$32,000,000.00 ","$156,167,015.00 ",133
Get the Gringo,R,6/21/12,Action,English,"$35,000,000.00 ",-,96
Westworld,PG-13,8/15/73,Adventure,English,-,-,89
Coast Guard Malaysia: Ops Helang,NC16,2/2/23,Action,Malay,-,-,90
Robbing Mussolini,M18,10/26/22,Action,Duce,Released,-,99
Empire State,R,9/3/13,Action,English,"$11,000,000.00 ","$3,639,345.00 ",94
The Boxtrolls,PG,9/11/14,Animation,English,"$60,000,000.00 ","$108,255,770.00 ",97
Baba Yaga: Terror of the Dark Forest,PG13,8/6/20,Horror,тёмного,Status,-,96
The Outpost,R,7/3/20,War,English,"$18,000,000.00 ","$2,133,452.00 ",123
Family Reconstruction,19+,2/14/17,Romance,Status,Original,-,75
The Interrogation,15,2/7/23,Horror,English,$10.00 ,-,
The Warriors,R,2/9/79,Action,English,"$4,000,000.00 ","$22,490,039.00 ",94
Idiocracy,R,9/1/06,Comedy,English,"$30,000,000.00 ","$495,303.00 ",84
There's Someone Inside Your House,M18,10/6/21,Thriller,English,-,-,96
Crimson Peak,M18,10/15/15,Horror,English,"$55,000,000.00 ","$74,679,822.00 ",119
Lupin the Third: The Castle of Cagliostro,PG,12/15/79,Family,Status,Original,"$8,194,857.00 ",102
In Bruges,R,6/24/08,Comedy,English,"$15,000,000.00 ","$34,533,783.00 ",108
The Animatrix,PG-13,5/31/03,Animation,English,"$5,000,000.00 ",-,102
Who Am I,12,9/25/14,Thriller,I,Kein,"$7,700,259.00 ",105
Snakes on a Plane,R,8/24/06,Action,English,"$33,000,000.00 ","$62,022,014.00 ",105
Deliver Us from Evil,R,7/2/14,Thriller,English,"$30,000,000.00 ","$87,937,815.00 ",118
True Romance,M18,4/18/02,Action,English,"$12,500,000.00 ","$12,600,000.00 ",
Ella Enchanted,PG,12/17/04,Family,English,"$31,000,000.00 ","$27,388,767.00 ",96
Moulin Rouge!,M,5/24/01,Drama,English,"$52,500,000.00 ","$179,213,434.00 ",128
Dad to the Rescue,,1/5/23,Comedy,rescate,Released,-,100
P2,R,11/9/07,Horror,English,"$3,500,000.00 ","$7,766,240.00 ",98
First Man,PG-13,10/18/18,History,English,"$70,000,000.00 ","$105,702,570.00 ",141
Inherent Vice,M18,1/29/15,Drama,English,"$20,000,000.00 ","$14,710,975.00 ",149
Dr. No,PG,10/7/62,Adventure,English,"$1,200,000.00 ","$59,567,035.00 ",110
Ebola Syndrome,III,6/15/96,Horror,Released,Language,-,98
Silver Linings Playbook,R,11/16/12,Drama,English,"$21,000,000.00 ","$236,412,453.00 ",122
From Paris with Love,15,2/26/10,Action,English,"$52,000,000.00 ","$52,826,594.00 ",92
Slither,R,6/8/06,Horror,English,"$15,000,000.00 ","$12,834,936.00 ",95
Hellboy II: The Golden Army,12A,8/20/08,Action,English,"$85,000,000.00 ","$160,388,063.00 ",
The Three Musketeers,PG-13,10/20/11,Adventure,English,"$75,000,000.00 ","$132,274,484.00 ",110
The Rugrats Movie,G,11/20/98,Family,English,"$30,000,000.00 ","$100,491,683.00 ",79
Monsieur Constant,,2/8/23,Comedy,French,-,-,
The Omen,R,6/25/76,Horror,English,"$2,800,000.00 ","$60,922,980.00 ",111
Sex Education for the Sister-in-law,19+,3/5/20,Drama,Status,Original,-,73
Some Like It Hot,NR,5/10/11,Comedy,English,"$2,883,848.00 ","$25,000,000.00 ",122
Double Jeopardy,R,12/23/99,Thriller,English,"$70,000,000.00 ","$177,841,558.00 ",105
Elektra,PG-13,1/20/05,Action,English,"$43,000,000.00 ","$56,681,566.00 ",97
Mile 22,R,8/17/18,Action,English,"$35,000,000.00 ","$66,308,758.00 ",95
Traffic,16,4/5/01,Thriller,English,"$48,000,000.00 ","$207,515,725.00 ",147
Judge Dredd,R,6/30/95,Science Fiction,English,"$90,000,000.00 ","$113,493,481.00 ",96
Paranormal Activity: The Ghost Dimension,R,10/29/15,Horror,English,"$10,000,000.00 ","$78,096,553.00 ",88
RoboCop,R,7/17/87,Action,English,"$13,000,000.00 ","$53,424,681.00 ",102
Viking Quest,16,10/7/14,Action,English,-,-,88
The Reunion for Swapping,19+,1/3/20,Romance,Status,Original,-,72
Rubius X,,7/21/22,Documentary,Spanish;,Budget,-,76
Lost Bullet,NC16,6/19/20,Action,Status,Original,-,92
Don Jon,R,11/7/13,Romance,English,"$3,000,000.00 ",-,90
Death Bell,15,8/6/08,Horror,중간고사,Released,-,88
Bleach the Movie: The DiamondDust Rebellion,PG-13,12/22/07,Action,The,Rebellion,-,95
Hustlers,M18 (edited),9/12/19,Drama,English,"$20,000,000.00 ","$157,600,000.00 ",110
Cheaper by the Dozen 2,PG,12/21/05,Comedy,English,"$60,000,000.00 ","$129,181,830.00 ",94
Lethal Weapon 4,R,7/23/98,Action,English,"$140,000,000.00 ","$285,444,603.00 ",127
South Park: Post COVID,R,11/25/21,Animation,English,-,-,
Legend of the Guardians: The Owls of Ga'Hoole,PG,9/24/10,Animation,English,"$80,000,000.00 ","$140,073,390.00 ",97
The Illusionist,PG-13,8/18/06,Fantasy,English,"$16,500,000.00 ","$87,892,388.00 ",110
Bedtime Stories,PG,12/25/08,Fantasy,English,"$80,000,000.00 ","$212,874,864.00 ",99
The Grudge,PG-13,10/22/04,Horror,English,"$10,000,000.00 ","$183,474,602.00 ",92
